"Name","ID","DisplayName","Group","Enabled","Profile","Platform","Direction","Action","EdgeTraversalPolicy","LSM","PrimaryStatus","Status","EnforcementStatus","PolicyStoreSourceType","Caption","Description","ElementName","InstanceID","CommonName","PolicyKeywords","PolicyDecisionStrategy","PolicyRoles","ConditionListType","CreationClassName","ExecutionStrategy","Mandatory","PolicyRuleName","Priority","RuleUsage","SequencedActions","SystemCreationClassName","SystemName","DisplayGroup","LocalOnlyMapping","LooseSourceMapping","Owner","Platforms","PolicyStoreSource","Profiles","RuleGroup","StatusCode","PSComputerName"
"NETDIS-WSDEVNT-In-TCP-Active","NETDIS-WSDEVNT-In-TCP-Active","Network Discovery (WSD Events-In)","@FirewallAPI.dll,-32752","True","Private","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Network Discovery to allow WSDAPI Events via Function Discovery. [TCP 5357]","@FirewallAPI.dll,-32817","NETDIS-WSDEVNT-In-TCP-Active",,,"2",,"3","MSFT|FW|FirewallRule|NETDIS-WSDEVNT-In-TCP-Active","2",,"",,,"3","","","Network Discovery","False","False",,"System.String[]","PersistentStore","2","@FirewallAPI.dll,-32752","65536",
"NETDIS-WSDEVNT-Out-TCP-Active","NETDIS-WSDEVNT-Out-TCP-Active","Network Discovery (WSD Events-Out)","@FirewallAPI.dll,-32752","True","Private","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Network Discovery to allow WSDAPI Events via Function Discovery. [TCP 5357]","@FirewallAPI.dll,-32819","NETDIS-WSDEVNT-Out-TCP-Active",,,"2",,"3","MSFT|FW|FirewallRule|NETDIS-WSDEVNT-Out-TCP-Active","2",,"",,,"3","","","Network Discovery","False","False",,"System.String[]","PersistentStore","2","@FirewallAPI.dll,-32752","65536",
"NETDIS-SSDPSrv-In-UDP","NETDIS-SSDPSrv-In-UDP","Network Discovery (SSDP-In)","@FirewallAPI.dll,-32752","False","Domain, Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Network Discovery to allow use of the Simple Service Discovery Protocol. [UDP 1900]","@FirewallAPI.dll,-32753","NETDIS-SSDPSrv-In-UDP",,,"2",,"3","MSFT|FW|FirewallRule|NETDIS-SSDPSrv-In-UDP","2",,"",,,"3","","","Network Discovery","False","False",,"System.String[]","PersistentStore","5","@FirewallAPI.dll,-32752","65536",
"NETDIS-SSDPSrv-In-UDP-Teredo","NETDIS-SSDPSrv-In-UDP-Teredo","Network Discovery for Teredo (SSDP-In)","@FirewallAPI.dll,-32752","True","Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Network Discovery to allow use of the Simple Service Discovery Protocol. [UDP 1900]","@FirewallAPI.dll,-32754","NETDIS-SSDPSrv-In-UDP-Teredo",,,"2",,"3","MSFT|FW|FirewallRule|NETDIS-SSDPSrv-In-UDP-Teredo","2",,"",,,"3","","","Network Discovery","False","False",,"System.String[]","PersistentStore","4","@FirewallAPI.dll,-32752","65536",
"NETDIS-SSDPSrv-Out-UDP","NETDIS-SSDPSrv-Out-UDP","Network Discovery (SSDP-Out)","@FirewallAPI.dll,-32752","False","Domain, Public","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Network Discovery to allow use of the Simple Service Discovery Protocol. [UDP 1900]","@FirewallAPI.dll,-32757","NETDIS-SSDPSrv-Out-UDP",,,"2",,"3","MSFT|FW|FirewallRule|NETDIS-SSDPSrv-Out-UDP","2",,"",,,"3","","","Network Discovery","False","False",,"System.String[]","PersistentStore","5","@FirewallAPI.dll,-32752","65536",
"NETDIS-UPnP-Out-TCP","NETDIS-UPnP-Out-TCP","Network Discovery (UPnPHost-Out)","@FirewallAPI.dll,-32752","False","Domain, Public","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Network Discovery to allow use of Universal Plug and Play. [TCP]","@FirewallAPI.dll,-32821","NETDIS-UPnP-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|NETDIS-UPnP-Out-TCP","2",,"",,,"3","","","Network Discovery","False","False",,"System.String[]","PersistentStore","5","@FirewallAPI.dll,-32752","65536",
"NETDIS-UPnPHost-In-TCP","NETDIS-UPnPHost-In-TCP","Network Discovery (UPnP-In)","@FirewallAPI.dll,-32752","False","Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Network Discovery to allow use of Universal Plug and Play. [TCP 2869]","@FirewallAPI.dll,-32761","NETDIS-UPnPHost-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|NETDIS-UPnPHost-In-TCP","2",,"",,,"3","","","Network Discovery","False","False",,"System.String[]","PersistentStore","4","@FirewallAPI.dll,-32752","65536",
"NETDIS-UPnPHost-In-TCP-Teredo","NETDIS-UPnPHost-In-TCP-Teredo","Network Discovery for Teredo (UPnP-In)","@FirewallAPI.dll,-32752","True","Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Network Discovery to allow use of Universal Plug and Play. [TCP 2869]","@FirewallAPI.dll,-32762","NETDIS-UPnPHost-In-TCP-Teredo",,,"2",,"3","MSFT|FW|FirewallRule|NETDIS-UPnPHost-In-TCP-Teredo","2",,"",,,"3","","","Network Discovery","False","False",,"System.String[]","PersistentStore","4","@FirewallAPI.dll,-32752","65536",
"NETDIS-UPnPHost-Out-TCP","NETDIS-UPnPHost-Out-TCP","Network Discovery (UPnP-Out)","@FirewallAPI.dll,-32752","False","Public","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Network Discovery to allow use of Universal Plug and Play. [TCP]","@FirewallAPI.dll,-32765","NETDIS-UPnPHost-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|NETDIS-UPnPHost-Out-TCP","2",,"",,,"3","","","Network Discovery","False","False",,"System.String[]","PersistentStore","4","@FirewallAPI.dll,-32752","65536",
"NETDIS-NB_Name-In-UDP","NETDIS-NB_Name-In-UDP","Network Discovery (NB-Name-In)","@FirewallAPI.dll,-32752","False","Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Network Discovery to allow NetBIOS Name Resolution. [UDP 137]","@FirewallAPI.dll,-32769","NETDIS-NB_Name-In-UDP",,,"2",,"3","MSFT|FW|FirewallRule|NETDIS-NB_Name-In-UDP","2",,"",,,"3","","","Network Discovery","False","False",,"System.String[]","PersistentStore","4","@FirewallAPI.dll,-32752","65536",
"NETDIS-NB_Name-Out-UDP","NETDIS-NB_Name-Out-UDP","Network Discovery (NB-Name-Out)","@FirewallAPI.dll,-32752","False","Public","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Network Discovery to allow NetBIOS Name Resolution. [UDP 137]","@FirewallAPI.dll,-32773","NETDIS-NB_Name-Out-UDP",,,"2",,"3","MSFT|FW|FirewallRule|NETDIS-NB_Name-Out-UDP","2",,"",,,"3","","","Network Discovery","False","False",,"System.String[]","PersistentStore","4","@FirewallAPI.dll,-32752","65536",
"NETDIS-NB_Datagram-In-UDP","NETDIS-NB_Datagram-In-UDP","Network Discovery (NB-Datagram-In)","@FirewallAPI.dll,-32752","False","Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Network Discovery to allow NetBIOS Datagram transmission and reception. [UDP 138]","@FirewallAPI.dll,-32777","NETDIS-NB_Datagram-In-UDP",,,"2",,"3","MSFT|FW|FirewallRule|NETDIS-NB_Datagram-In-UDP","2",,"",,,"3","","","Network Discovery","False","False",,"System.String[]","PersistentStore","4","@FirewallAPI.dll,-32752","65536",
"NETDIS-NB_Datagram-Out-UDP","NETDIS-NB_Datagram-Out-UDP","Network Discovery (NB-Datagram-Out)","@FirewallAPI.dll,-32752","False","Public","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Network Discovery to allow NetBIOS Datagram transmission and reception. [UDP 138]","@FirewallAPI.dll,-32781","NETDIS-NB_Datagram-Out-UDP",,,"2",,"3","MSFT|FW|FirewallRule|NETDIS-NB_Datagram-Out-UDP","2",,"",,,"3","","","Network Discovery","False","False",,"System.String[]","PersistentStore","4","@FirewallAPI.dll,-32752","65536",
"NETDIS-FDPHOST-In-UDP","NETDIS-FDPHOST-In-UDP","Network Discovery (WSD-In)","@FirewallAPI.dll,-32752","False","Domain, Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Network Discovery to discover devices via Function Discovery. [UDP 3702]","@FirewallAPI.dll,-32785","NETDIS-FDPHOST-In-UDP",,,"2",,"3","MSFT|FW|FirewallRule|NETDIS-FDPHOST-In-UDP","2",,"",,,"3","","","Network Discovery","False","False",,"System.String[]","PersistentStore","5","@FirewallAPI.dll,-32752","65536",
"NETDIS-DAS-In-UDP","NETDIS-DAS-In-UDP","Network Discovery (WSD-In)","@FirewallAPI.dll,-32752","False","Domain, Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Network Discovery to discover devices via Device Association Framework. [UDP 3702]","@FirewallAPI.dll,-32825","NETDIS-DAS-In-UDP",,,"2",,"3","MSFT|FW|FirewallRule|NETDIS-DAS-In-UDP","2",,"",,,"3","","","Network Discovery","False","False",,"System.String[]","PersistentStore","5","@FirewallAPI.dll,-32752","65536",
"NETDIS-FDPHOST-Out-UDP","NETDIS-FDPHOST-Out-UDP","Network Discovery (WSD-Out)","@FirewallAPI.dll,-32752","False","Domain, Public","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Network Discovery to discover devices via Function Discovery. [UDP 3702]","@FirewallAPI.dll,-32789","NETDIS-FDPHOST-Out-UDP",,,"2",,"3","MSFT|FW|FirewallRule|NETDIS-FDPHOST-Out-UDP","2",,"",,,"3","","","Network Discovery","False","False",,"System.String[]","PersistentStore","5","@FirewallAPI.dll,-32752","65536",
"NETDIS-LLMNR-In-UDP","NETDIS-LLMNR-In-UDP","Network Discovery (LLMNR-UDP-In)","@FirewallAPI.dll,-32752","False","Domain, Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Network Discovery to allow Link Local Multicast Name Resolution. [UDP 5355]","@FirewallAPI.dll,-32801","NETDIS-LLMNR-In-UDP",,,"2",,"3","MSFT|FW|FirewallRule|NETDIS-LLMNR-In-UDP","2",,"",,,"3","","","Network Discovery","False","False",,"System.String[]","PersistentStore","5","@FirewallAPI.dll,-32752","65536",
"NETDIS-LLMNR-Out-UDP","NETDIS-LLMNR-Out-UDP","Network Discovery (LLMNR-UDP-Out)","@FirewallAPI.dll,-32752","False","Domain, Public","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Network Discovery to allow Link Local Multicast Name Resolution. [UDP 5355]","@FirewallAPI.dll,-32805","NETDIS-LLMNR-Out-UDP",,,"2",,"3","MSFT|FW|FirewallRule|NETDIS-LLMNR-Out-UDP","2",,"",,,"3","","","Network Discovery","False","False",,"System.String[]","PersistentStore","5","@FirewallAPI.dll,-32752","65536",
"NETDIS-FDRESPUB-WSD-In-UDP","NETDIS-FDRESPUB-WSD-In-UDP","Network Discovery (Pub-WSD-In)","@FirewallAPI.dll,-32752","False","Domain, Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Network Discovery to discover devices via Function Discovery. [UDP 3702]","@FirewallAPI.dll,-32809","NETDIS-FDRESPUB-WSD-In-UDP",,,"2",,"3","MSFT|FW|FirewallRule|NETDIS-FDRESPUB-WSD-In-UDP","2",,"",,,"3","","","Network Discovery","False","False",,"System.String[]","PersistentStore","5","@FirewallAPI.dll,-32752","65536",
"NETDIS-FDRESPUB-WSD-Out-UDP","NETDIS-FDRESPUB-WSD-Out-UDP","Network Discovery (Pub WSD-Out)","@FirewallAPI.dll,-32752","False","Domain, Public","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Network Discovery to discover devices via Function Discovery. [UDP 3702]","@FirewallAPI.dll,-32811","NETDIS-FDRESPUB-WSD-Out-UDP",,,"2",,"3","MSFT|FW|FirewallRule|NETDIS-FDRESPUB-WSD-Out-UDP","2",,"",,,"3","","","Network Discovery","False","False",,"System.String[]","PersistentStore","5","@FirewallAPI.dll,-32752","65536",
"NETDIS-WSDEVNTS-In-TCP","NETDIS-WSDEVNTS-In-TCP","Network Discovery (WSD EventsSecure-In)","@FirewallAPI.dll,-32752","False","Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Network Discovery to allow Secure WSDAPI Events via Function Discovery. [TCP 5358]","@FirewallAPI.dll,-32813","NETDIS-WSDEVNTS-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|NETDIS-WSDEVNTS-In-TCP","2",,"",,,"3","","","Network Discovery","False","False",,"System.String[]","PersistentStore","4","@FirewallAPI.dll,-32752","65536",
"NETDIS-WSDEVNTS-Out-TCP","NETDIS-WSDEVNTS-Out-TCP","Network Discovery (WSD EventsSecure-Out)","@FirewallAPI.dll,-32752","False","Public","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Network Discovery to allow Secure WSDAPI Events via Function Discovery. [TCP 5358]","@FirewallAPI.dll,-32815","NETDIS-WSDEVNTS-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|NETDIS-WSDEVNTS-Out-TCP","2",,"",,,"3","","","Network Discovery","False","False",,"System.String[]","PersistentStore","4","@FirewallAPI.dll,-32752","65536",
"NETDIS-WSDEVNT-In-TCP","NETDIS-WSDEVNT-In-TCP","Network Discovery (WSD Events-In)","@FirewallAPI.dll,-32752","False","Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Network Discovery to allow WSDAPI Events via Function Discovery. [TCP 5357]","@FirewallAPI.dll,-32817","NETDIS-WSDEVNT-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|NETDIS-WSDEVNT-In-TCP","2",,"",,,"3","","","Network Discovery","False","False",,"System.String[]","PersistentStore","4","@FirewallAPI.dll,-32752","65536",
"NETDIS-WSDEVNT-Out-TCP","NETDIS-WSDEVNT-Out-TCP","Network Discovery (WSD Events-Out)","@FirewallAPI.dll,-32752","False","Public","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Network Discovery to allow WSDAPI Events via Function Discovery. [TCP 5357]","@FirewallAPI.dll,-32819","NETDIS-WSDEVNT-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|NETDIS-WSDEVNT-Out-TCP","2",,"",,,"3","","","Network Discovery","False","False",,"System.String[]","PersistentStore","4","@FirewallAPI.dll,-32752","65536",
"RemoteAssistance-In-TCP-EdgeScope","RemoteAssistance-In-TCP-EdgeScope","Remote Assistance (TCP-In)","@FirewallAPI.dll,-33002","False","Public","System.String[]","Inbound","Allow","DeferToApp","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Remote Assistance traffic. [TCP]","@FirewallAPI.dll,-33003","RemoteAssistance-In-TCP-EdgeScope",,,"2",,"3","MSFT|FW|FirewallRule|RemoteAssistance-In-TCP-EdgeScope","2",,"",,,"3","","","Remote Assistance","False","False",,"System.String[]","PersistentStore","4","@FirewallAPI.dll,-33002","65536",
"RemoteAssistance-Out-TCP","RemoteAssistance-Out-TCP","Remote Assistance (TCP-Out)","@FirewallAPI.dll,-33002","False","Public","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Remote Assistance traffic. [TCP]","@FirewallAPI.dll,-33007","RemoteAssistance-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|RemoteAssistance-Out-TCP","2",,"",,,"3","","","Remote Assistance","False","False",,"System.String[]","PersistentStore","4","@FirewallAPI.dll,-33002","65536",
"RemoteAssistance-PnrpSvc-UDP-In-EdgeScope","RemoteAssistance-PnrpSvc-UDP-In-EdgeScope","Remote Assistance (PNRP-In)","@FirewallAPI.dll,-33002","False","Public","System.String[]","Inbound","Allow","DeferToApp","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Remote Assistance to allow use Peer Name Resolution Protocol. [UDP 3540]","@FirewallAPI.dll,-33039","RemoteAssistance-PnrpSvc-UDP-In-EdgeScope",,,"2",,"3","MSFT|FW|FirewallRule|RemoteAssistance-PnrpSvc-UDP-In-EdgeScope","2",,"",,,"3","","","Remote Assistance","False","False",,"System.String[]","PersistentStore","4","@FirewallAPI.dll,-33002","65536",
"RemoteAssistance-PnrpSvc-UDP-OUT","RemoteAssistance-PnrpSvc-UDP-OUT","Remote Assistance (PNRP-Out)","@FirewallAPI.dll,-33002","False","Public","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Remote Assistance to allow use of Peer Name Resolution Protocol. [UDP]","@FirewallAPI.dll,-33037","RemoteAssistance-PnrpSvc-UDP-OUT",,,"2",,"3","MSFT|FW|FirewallRule|RemoteAssistance-PnrpSvc-UDP-OUT","2",,"",,,"3","","","Remote Assistance","False","False",,"System.String[]","PersistentStore","4","@FirewallAPI.dll,-33002","65536",
"RemoteAssistance-RAServer-In-TCP-NoScope-Active","RemoteAssistance-RAServer-In-TCP-NoScope-Active","Remote Assistance (RA Server TCP-In)","@FirewallAPI.dll,-33002","True","Domain","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Remote Assistance to allow offers for assistance. [TCP]","@FirewallAPI.dll,-33011","RemoteAssistance-RAServer-In-TCP-NoScope-Active",,,"2",,"3","MSFT|FW|FirewallRule|RemoteAssistance-RAServer-In-TCP-NoScope-Active","2",,"",,,"3","","","Remote Assistance","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-33002","65536",
"RemoteAssistance-RAServer-Out-TCP-NoScope-Active","RemoteAssistance-RAServer-Out-TCP-NoScope-Active","Remote Assistance (RA Server TCP-Out)","@FirewallAPI.dll,-33002","True","Domain","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Remote Assistance to allow offers for assistance. [TCP]","@FirewallAPI.dll,-33015","RemoteAssistance-RAServer-Out-TCP-NoScope-Active",,,"2",,"3","MSFT|FW|FirewallRule|RemoteAssistance-RAServer-Out-TCP-NoScope-Active","2",,"",,,"3","","","Remote Assistance","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-33002","65536",
"RemoteAssistance-DCOM-In-TCP-NoScope-Active","RemoteAssistance-DCOM-In-TCP-NoScope-Active","Remote Assistance (DCOM-In)","@FirewallAPI.dll,-33002","True","Domain","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Remote Assistance to allow offers for assistance via DCOM. [TCP 135]","@FirewallAPI.dll,-33035","RemoteAssistance-DCOM-In-TCP-NoScope-Active",,,"2",,"3","MSFT|FW|FirewallRule|RemoteAssistance-DCOM-In-TCP-NoScope-Active","2",,"",,,"3","","","Remote Assistance","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-33002","65536",
"RemoteAssistance-In-TCP-EdgeScope-Active","RemoteAssistance-In-TCP-EdgeScope-Active","Remote Assistance (TCP-In)","@FirewallAPI.dll,-33002","True","Domain, Private","System.String[]","Inbound","Allow","DeferToApp","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Remote Assistance traffic. [TCP]","@FirewallAPI.dll,-33003","RemoteAssistance-In-TCP-EdgeScope-Active",,,"2",,"3","MSFT|FW|FirewallRule|RemoteAssistance-In-TCP-EdgeScope-Active","2",,"",,,"3","","","Remote Assistance","False","False",,"System.String[]","PersistentStore","3","@FirewallAPI.dll,-33002","65536",
"RemoteAssistance-Out-TCP-Active","RemoteAssistance-Out-TCP-Active","Remote Assistance (TCP-Out)","@FirewallAPI.dll,-33002","True","Domain, Private","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Remote Assistance traffic. [TCP]","@FirewallAPI.dll,-33007","RemoteAssistance-Out-TCP-Active",,,"2",,"3","MSFT|FW|FirewallRule|RemoteAssistance-Out-TCP-Active","2",,"",,,"3","","","Remote Assistance","False","False",,"System.String[]","PersistentStore","3","@FirewallAPI.dll,-33002","65536",
"RemoteAssistance-SSDPSrv-In-UDP-Active","RemoteAssistance-SSDPSrv-In-UDP-Active","Remote Assistance (SSDP UDP-In)","@FirewallAPI.dll,-33002","True","Domain, Private","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Remote Assistance to allow use of the Simple Service Discovery Protocol. [UDP 1900]","@FirewallAPI.dll,-33019","RemoteAssistance-SSDPSrv-In-UDP-Active",,,"2",,"3","MSFT|FW|FirewallRule|RemoteAssistance-SSDPSrv-In-UDP-Active","2",,"",,,"3","","","Remote Assistance","False","False",,"System.String[]","PersistentStore","3","@FirewallAPI.dll,-33002","65536",
"RemoteAssistance-SSDPSrv-Out-UDP-Active","RemoteAssistance-SSDPSrv-Out-UDP-Active","Remote Assistance (SSDP UDP-Out)","@FirewallAPI.dll,-33002","True","Domain, Private","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Remote Assistance to allow use of the Simple Service Discovery Protocol. [UDP 1900]","@FirewallAPI.dll,-33023","RemoteAssistance-SSDPSrv-Out-UDP-Active",,,"2",,"3","MSFT|FW|FirewallRule|RemoteAssistance-SSDPSrv-Out-UDP-Active","2",,"",,,"3","","","Remote Assistance","False","False",,"System.String[]","PersistentStore","3","@FirewallAPI.dll,-33002","65536",
"RemoteAssistance-SSDPSrv-In-TCP-Active","RemoteAssistance-SSDPSrv-In-TCP-Active","Remote Assistance (SSDP TCP-In)","@FirewallAPI.dll,-33002","True","Domain, Private","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Remote Assistance to allow use of Universal Plug and Play. [TCP 2869]","@FirewallAPI.dll,-33027","RemoteAssistance-SSDPSrv-In-TCP-Active",,,"2",,"3","MSFT|FW|FirewallRule|RemoteAssistance-SSDPSrv-In-TCP-Active","2",,"",,,"3","","","Remote Assistance","False","False",,"System.String[]","PersistentStore","3","@FirewallAPI.dll,-33002","65536",
"RemoteAssistance-SSDPSrv-Out-TCP-Active","RemoteAssistance-SSDPSrv-Out-TCP-Active","Remote Assistance (SSDP TCP-Out)","@FirewallAPI.dll,-33002","True","Domain, Private","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Remote Assistance to allow use of Universal Plug and Play. [TCP]","@FirewallAPI.dll,-33031","RemoteAssistance-SSDPSrv-Out-TCP-Active",,,"2",,"3","MSFT|FW|FirewallRule|RemoteAssistance-SSDPSrv-Out-TCP-Active","2",,"",,,"3","","","Remote Assistance","False","False",,"System.String[]","PersistentStore","3","@FirewallAPI.dll,-33002","65536",
"RemoteAssistance-PnrpSvc-UDP-In-EdgeScope-Active","RemoteAssistance-PnrpSvc-UDP-In-EdgeScope-Active","Remote Assistance (PNRP-In)","@FirewallAPI.dll,-33002","True","Domain, Private","System.String[]","Inbound","Allow","DeferToApp","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Remote Assistance to allow use Peer Name Resolution Protocol. [UDP 3540]","@FirewallAPI.dll,-33039","RemoteAssistance-PnrpSvc-UDP-In-EdgeScope-Active",,,"2",,"3","MSFT|FW|FirewallRule|RemoteAssistance-PnrpSvc-UDP-In-EdgeScope-Active","2",,"",,,"3","","","Remote Assistance","False","False",,"System.String[]","PersistentStore","3","@FirewallAPI.dll,-33002","65536",
"RemoteAssistance-PnrpSvc-UDP-OUT-Active","RemoteAssistance-PnrpSvc-UDP-OUT-Active","Remote Assistance (PNRP-Out)","@FirewallAPI.dll,-33002","True","Domain, Private","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Remote Assistance to allow use of Peer Name Resolution Protocol. [UDP]","@FirewallAPI.dll,-33037","RemoteAssistance-PnrpSvc-UDP-OUT-Active",,,"2",,"3","MSFT|FW|FirewallRule|RemoteAssistance-PnrpSvc-UDP-OUT-Active","2",,"",,,"3","","","Remote Assistance","False","False",,"System.String[]","PersistentStore","3","@FirewallAPI.dll,-33002","65536",
"MSDTC-In-TCP-NoScope","MSDTC-In-TCP-NoScope","Distributed Transaction Coordinator (TCP-In)","@FirewallAPI.dll,-33502","False","Domain","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule to allow traffic for the Distributed Transaction Coordinator. [TCP]","@FirewallAPI.dll,-33503","MSDTC-In-TCP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|MSDTC-In-TCP-NoScope","2",,"",,,"3","","","Distributed Transaction Coordinator","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-33502","65536",
"MSDTC-Out-TCP-NoScope","MSDTC-Out-TCP-NoScope","Distributed Transaction Coordinator (TCP-Out)","@FirewallAPI.dll,-33502","False","Domain","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule to allow traffic for the Distributed Transaction Coordinator. [TCP]","@FirewallAPI.dll,-33507","MSDTC-Out-TCP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|MSDTC-Out-TCP-NoScope","2",,"",,,"3","","","Distributed Transaction Coordinator","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-33502","65536",
"MSDTC-KTMRM-In-TCP-NoScope","MSDTC-KTMRM-In-TCP-NoScope","Distributed Transaction Coordinator (RPC)","@FirewallAPI.dll,-33502","False","Domain","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Kernel Transaction Resource Manager for Distributed Transaction Coordinator service to be remotely managed via RPC/TCP.","@FirewallAPI.dll,-33511","MSDTC-KTMRM-In-TCP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|MSDTC-KTMRM-In-TCP-NoScope","2",,"",,,"3","","","Distributed Transaction Coordinator","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-33502","65536",
