"EventID","MachineName","Data","Index","Category","CategoryNumber","EntryType","Message","Source","ReplacementStrings","InstanceId","TimeGenerated","TimeWritten","UserName","Site","Container"
"8198","DESKTOP-CV71TUK","System.Byte[]","558","(0)","0","Error","License Activation (slui.exe) failed with the following error code:
hr=0xC004F074
Command-line arguments:
RuleId=eeba1977-569e-4571-b639-7623d8bfecc0;Action=AutoActivate;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=32d2fab3-e4a8-42c2-923b-4bf4fd13e6ee;NotificationInterval=1440;Trigger=UserLogon;SessionId=1","Software Protection Platform Service","System.String[]","3221233670","11/9/2023 2:45:31 PM","11/9/2023 2:45:31 PM",,,
"1003","DESKTOP-CV71TUK","System.Byte[]","557","(0)","0","Information","The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 0724cb7d-3437-4cb7-93cb-830375d0079d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
2: 135c4b88-f555-4779-abf6-4c1365d279b6, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
3: 30a42c86-b7a0-4a34-8c90-ff177cb2acb7, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
4: 32d2fab3-e4a8-42c2-923b-4bf4fd13e6ee, 1, 1 [(0 [0xC004E003, 0, 0], [( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)( 1 0x00000000)(?)( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)(?)(?)(?)(?)])(1 )(2 )(3 [0x00000000, 0, 0], [( 6 0xC004F009 0 0)( 1 0x00000000)( 6 0xC004F009 0 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F056)])]
5: 60b3ec1b-9545-4921-821f-311b129dd6f6, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
6: 632ffa10-3b75-4180-aed9-4e799a44563b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
7: 7a802526-4c94-4bd1-ba14-835a1aca2120, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
8: 90da7373-1c51-430b-bf26-c97e9c5cdc31, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
9: 97348f2f-bebc-4653-a4bd-18a895d316d9, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
10: d06934ee-5448-4fd1-964a-cd077618aa06, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
11: d552befb-48cc-4327-8f39-47d2d94f987c, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
12: ed655016-a9e8-4434-95d9-4345352c2552, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

","Software Protection Platform Service","System.String[]","1073742827","11/9/2023 2:45:31 PM","11/9/2023 2:45:31 PM",,,
"1003","DESKTOP-CV71TUK","System.Byte[]","556","(0)","0","Information","The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 0724cb7d-3437-4cb7-93cb-830375d0079d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
2: 135c4b88-f555-4779-abf6-4c1365d279b6, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
3: 30a42c86-b7a0-4a34-8c90-ff177cb2acb7, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
4: 32d2fab3-e4a8-42c2-923b-4bf4fd13e6ee, 1, 1 [(0 [0xC004E003, 0, 0], [( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)( 1 0x00000000)(?)( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)(?)(?)(?)(?)])(1 )(2 )(3 [0x00000000, 0, 0], [( 6 0xC004F009 0 0)( 1 0x00000000)( 6 0xC004F009 0 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F056)])]
5: 60b3ec1b-9545-4921-821f-311b129dd6f6, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
6: 632ffa10-3b75-4180-aed9-4e799a44563b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
7: 7a802526-4c94-4bd1-ba14-835a1aca2120, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
8: 90da7373-1c51-430b-bf26-c97e9c5cdc31, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
9: 97348f2f-bebc-4653-a4bd-18a895d316d9, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
10: d06934ee-5448-4fd1-964a-cd077618aa06, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
11: d552befb-48cc-4327-8f39-47d2d94f987c, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
12: ed655016-a9e8-4434-95d9-4345352c2552, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

","Software Protection Platform Service","System.String[]","1073742827","11/9/2023 2:45:31 PM","11/9/2023 2:45:31 PM",,,
"12288","DESKTOP-CV71TUK","System.Byte[]","555","(0)","0","Information","The client has sent an activation request to the key management service machine.
Info:
0xC0020017, 0x00000000, promethium.champlain.edu:1688, 2b489812-d541-4258-93cb-91a8acb959da, 2023/11/09 19:45, 1, 5, 0, 32d2fab3-e4a8-42c2-923b-4bf4fd13e6ee, 25","Software Protection Platform Service","System.String[]","1073754112","11/9/2023 2:45:31 PM","11/9/2023 2:45:31 PM",,,
"4097","DESKTOP-CV71TUK","System.Byte[]","554","(0)","0","Information","Successful auto update of third-party root certificate:: Subject: <CN=DigiCert Global Root G3, OU=www.digicert.com, O=DigiCert Inc, C=US> Sha1 thumbprint: <7E04DE896A3E666D00E687D33FFAD93BE83D349E>.","Microsoft-Windows-CAPI2","System.String[]","4097","11/9/2023 2:45:19 PM","11/9/2023 2:45:19 PM",,,
"1003","DESKTOP-CV71TUK","System.Byte[]","553","(0)","0","Information","The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 0724cb7d-3437-4cb7-93cb-830375d0079d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
2: 135c4b88-f555-4779-abf6-4c1365d279b6, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
3: 30a42c86-b7a0-4a34-8c90-ff177cb2acb7, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
4: 32d2fab3-e4a8-42c2-923b-4bf4fd13e6ee, 1, 1 [(0 [0xC004E003, 0, 0], [( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)( 1 0x00000000)(?)( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)(?)(?)(?)(?)])(1 )(2 )(3 [0x00000000, 0, 0], [( 6 0xC004F009 0 0)( 1 0x00000000)( 6 0xC004F009 0 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F056)])]
5: 60b3ec1b-9545-4921-821f-311b129dd6f6, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
6: 632ffa10-3b75-4180-aed9-4e799a44563b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
7: 7a802526-4c94-4bd1-ba14-835a1aca2120, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
8: 90da7373-1c51-430b-bf26-c97e9c5cdc31, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
9: 97348f2f-bebc-4653-a4bd-18a895d316d9, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
10: d06934ee-5448-4fd1-964a-cd077618aa06, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
11: d552befb-48cc-4327-8f39-47d2d94f987c, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
12: ed655016-a9e8-4434-95d9-4345352c2552, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

","Software Protection Platform Service","System.String[]","1073742827","11/9/2023 2:45:08 PM","11/9/2023 2:45:08 PM",,,
"8230","DESKTOP-CV71TUK","System.Byte[]","552","(0)","0","Information","The rules engine successfully re-evaluated the schedule.
Kernel policies:
Security-SPP-Action-StateData (REG_SZ) =AppId=55c92734-d682-4d71-983e-d6ec3f16059f;LastConsumptionReason=0xc004f056;LastNotificationId=VolumeUnlicensed;LicenseState=SL_LICENSING_STATUS_NOTIFICATION;PartialProductKey=J462D;ProductKeyType=Volume:GVLK;SkuId=32d2fab3-e4a8-42c2-923b-4bf4fd13e6ee;ruleId=eeba1977-569e-4571-b639-7623d8bfecc0;uxDifferentiator=ENVIRONMENT;volumeActivationOrder=normal","Software Protection Platform Service","System.String[]","1073750054","11/9/2023 2:45:08 PM","11/9/2023 2:45:08 PM",,,
"1534","DESKTOP-CV71TUK","System.Byte[]","551","(0)","0","Warning","Profile notification of event Load for component {44BAF61B-E481-4305-9166-33B1FD3F4876} failed, error code is See Tracelogging for error details. 

","Microsoft-Windows-User Profiles Service","System.String[]","1534","11/9/2023 2:45:01 PM","11/9/2023 2:45:01 PM","NT AUTHORITY\SYSTEM",,
"6000","DESKTOP-CV71TUK","System.Byte[]","550","(0)","0","Information","The winlogon notification subscriber <SessionEnv> was unavailable to handle a notification event.","Wlclntfy","System.String[]","2147489648","11/9/2023 2:45:02 PM","11/9/2023 2:45:02 PM",,,
"5","DESKTOP-CV71TUK","System.Byte[]","549","(0)","0","Information","Windows Search Service has created default configuration for new user 'DESKTOP-CV71TUK\champuser' .","Windows Search Service Profile Notification","System.String[]","1073741829","11/9/2023 2:45:01 PM","11/9/2023 2:45:01 PM",,,
"6003","DESKTOP-CV71TUK","System.Byte[]","548","(0)","0","Information","The winlogon notification subscriber <SessionEnv> was unavailable to handle a critical notification event.","Wlclntfy","System.String[]","2147489651","11/9/2023 2:45:01 PM","11/9/2023 2:45:01 PM",,,
"257","DESKTOP-CV71TUK","System.Byte[]","547","General","1","Error","The ""vmStatsProvider"" can not be initialized.
""vmGuestLib"" returns error ""VMware Guest API is not enabled on the host"" (3).","vmStatsProvider","System.String[]","3221356801","11/9/2023 2:44:02 PM","11/9/2023 2:44:02 PM",,,
"259","DESKTOP-CV71TUK","System.Byte[]","546","Guest Library API","2","Error","Unable to start ""vmGuestLibrary"".
Error: ""VMware Guest API is not enabled on the host"" (3).","vmStatsProvider","System.String[]","3221356803","11/9/2023 2:44:02 PM","11/9/2023 2:44:02 PM",,,
"257","DESKTOP-CV71TUK","System.Byte[]","545","General","1","Error","The ""vmStatsProvider"" can not be initialized.
""vmGuestLib"" returns error ""VMware Guest API is not enabled on the host"" (3).","vmStatsProvider","System.String[]","3221356801","11/9/2023 2:44:02 PM","11/9/2023 2:44:02 PM",,,
"259","DESKTOP-CV71TUK","System.Byte[]","544","Guest Library API","2","Error","Unable to start ""vmGuestLibrary"".
Error: ""VMware Guest API is not enabled on the host"" (3).","vmStatsProvider","System.String[]","3221356803","11/9/2023 2:44:02 PM","11/9/2023 2:44:02 PM",,,
"4112","DESKTOP-CV71TUK","System.Byte[]","543","(0)","0","Information","Successful auto update of disallowed certificate list with effective date: ?Monday, ?September ?18, ?2023 3:01:08 PM.","Microsoft-Windows-CAPI2","System.String[]","4112","11/9/2023 2:43:36 PM","11/9/2023 2:43:36 PM",,,
"4202","DESKTOP-CV71TUK","System.Byte[]","542","(2)","2","Information","The description for Event ID '1073746026' in Source 'MSDTC 2' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'0', '0', '0', '0', '0', '0', '1', 'Mutual Authentication Required', 'NT AUTHORITY\NetworkService', '0', '0', '1'","MSDTC 2","System.String[]","1073746026","11/9/2023 2:43:35 PM","11/9/2023 2:43:35 PM",,,
"271","DESKTOP-CV71TUK","System.Byte[]","541","(0)","0","Information","Restored network configuration.","VMUpgradeHelper","System.String[]","271","11/9/2023 2:43:34 PM","11/9/2023 2:43:34 PM",,,
"781","DESKTOP-CV71TUK","System.Byte[]","540","(0)","0","Information","The description for Event ID '1073742605' in Source 'COM+' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'86400', 'SuppressDuplicateDuration', 'Software\Microsoft\COM3\Eventlog'","COM+","System.String[]","1073742605","11/9/2023 2:43:34 PM","11/9/2023 2:43:34 PM",,,
"258","DESKTOP-CV71TUK","System.Byte[]","539","(0)","0","Information","Restoring network configuration.","VMUpgradeHelper","System.String[]","258","11/9/2023 2:43:34 PM","11/9/2023 2:43:34 PM",,,
"4440","DESKTOP-CV71TUK","System.Byte[]","538","(28)","28","Warning","The description for Event ID '-2147348136' in Source 'COM+' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'WIN-4GGBUPGUOEP

Server Application ID: {02D4B3F1-FD88-11D1-960D-00805FC79235}
Server Application Instance ID:
{435BABE6-7825-4B04-A118-29EAA0E9DE3C}
Server Application Name: System Application
Comsvcs.dll file version: ENU 2001.12.10941.16384 shp'","COM+","System.String[]","2147619160","11/9/2023 2:43:34 PM","11/9/2023 2:43:34 PM",,,
"5617","DESKTOP-CV71TUK","System.Byte[]","537","(0)","0","Information","Windows Management Instrumentation Service subsystems initialized successfully","Microsoft-Windows-WMI","System.String[]","5617","11/9/2023 2:43:32 PM","11/9/2023 2:43:32 PM","NT AUTHORITY\SYSTEM",,
"5615","DESKTOP-CV71TUK","System.Byte[]","536","(0)","0","Information","Windows Management Instrumentation Service started sucessfully","Microsoft-Windows-WMI","System.String[]","5615","11/9/2023 2:43:32 PM","11/9/2023 2:43:32 PM","NT AUTHORITY\SYSTEM",,
"105","DESKTOP-CV71TUK","System.Byte[]","535","(0)","0","Information","The service was started.","VMTools","System.String[]","105","11/9/2023 2:43:33 PM","11/9/2023 2:43:33 PM",,,
"1531","DESKTOP-CV71TUK","System.Byte[]","534","(0)","0","Information","The User Profile Service has started successfully.  

","Microsoft-Windows-User Profiles Service","System.String[]","1531","11/9/2023 2:44:33 PM","11/9/2023 2:44:33 PM","NT AUTHORITY\SYSTEM",,
"4625","DESKTOP-CV71TUK","System.Byte[]","533","(0)","0","Information","The description for Event ID '1073746449' in Source 'EventSystem' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'86400', 'SuppressDuplicateDuration', 'Software\Microsoft\EventSystem\EventLog'","EventSystem","System.String[]","1073746449","11/9/2023 2:44:33 PM","11/9/2023 2:44:33 PM",,,
"1003","DESKTOP-CV71TUK","System.Byte[]","532","(0)","0","Information","The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 0724cb7d-3437-4cb7-93cb-830375d0079d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
2: 135c4b88-f555-4779-abf6-4c1365d279b6, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
3: 30a42c86-b7a0-4a34-8c90-ff177cb2acb7, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
4: 32d2fab3-e4a8-42c2-923b-4bf4fd13e6ee, 1, 0 [(0 [0xC004E003, 0, 0], [( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)( 1 0x00000000)(?)( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)(?)(?)(?)(?)])(1 )(2 )(3 [0x00000000, 0, 0], [( 6 0xC004F009 0 0)( 1 0x00000000)( 6 0xC004F009 0 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F056)])]
5: 60b3ec1b-9545-4921-821f-311b129dd6f6, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
6: 632ffa10-3b75-4180-aed9-4e799a44563b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
7: 7a802526-4c94-4bd1-ba14-835a1aca2120, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
8: 90da7373-1c51-430b-bf26-c97e9c5cdc31, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
9: 97348f2f-bebc-4653-a4bd-18a895d316d9, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
10: d06934ee-5448-4fd1-964a-cd077618aa06, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
11: d552befb-48cc-4327-8f39-47d2d94f987c, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
12: ed655016-a9e8-4434-95d9-4345352c2552, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

","Software Protection Platform Service","System.String[]","1073742827","11/9/2023 2:44:32 PM","11/9/2023 2:44:32 PM",,,
"1034","DESKTOP-CV71TUK","System.Byte[]","531","(0)","0","Information","Duplicate definition of policy found. Policy name=Security-SPP-IgnoreDeferredActivation  Priority=500","Software Protection Platform Service","System.String[]","1073742858","11/9/2023 2:44:32 PM","11/9/2023 2:44:32 PM",,,
"1034","DESKTOP-CV71TUK","System.Byte[]","530","(0)","0","Information","Duplicate definition of policy found. Policy name=AAD-WindowsCore-AddAccountRestrictions  Priority=100","Software Protection Platform Service","System.String[]","1073742858","11/9/2023 2:44:32 PM","11/9/2023 2:44:32 PM",,,
"1016","DESKTOP-CV71TUK","System.Byte[]","529","(0)","0","Information","Proof of Purchase installed successfully. 
ACID=32d2fab3-e4a8-42c2-923b-4bf4fd13e6ee
PKeyId=2ab6e447-84d4-c213-55d4-6c513b444515","Software Protection Platform Service","System.String[]","1073742840","11/9/2023 2:44:32 PM","11/9/2023 2:44:32 PM",,,
"1532","DESKTOP-IU0GBC2","System.Byte[]","528","(0)","0","Information","The User Profile Service has stopped.  

","Microsoft-Windows-User Profiles Service","System.String[]","1532","11/9/2023 2:44:16 PM","11/9/2023 2:44:16 PM","",,
"8225","DESKTOP-IU0GBC2","System.Byte[]","527","(0)","0","Information","The VSS service is shutting down due to shutdown event from the Service Control Manager.
","VSS","System.String[]","8225","11/9/2023 2:44:16 PM","11/9/2023 2:44:16 PM",,,
"903","DESKTOP-IU0GBC2","System.Byte[]","526","(0)","0","0","The Software Protection service has stopped.
","Software Protection Platform Service","System.String[]","1073742727","11/9/2023 2:44:16 PM","11/9/2023 2:44:16 PM",,,
"108","DESKTOP-IU0GBC2","System.Byte[]","525","(0)","0","Information","The service was stopped.","VMTools","System.String[]","108","11/9/2023 2:44:16 PM","11/9/2023 2:44:16 PM",,,
"272","DESKTOP-IU0GBC2","System.Byte[]","524","(0)","0","Information","Saved network configuration.","VMUpgradeHelper","System.String[]","272","11/9/2023 2:44:16 PM","11/9/2023 2:44:16 PM",,,
"260","DESKTOP-IU0GBC2","System.Byte[]","523","(0)","0","Information","Saving network configuration.","VMUpgradeHelper","System.String[]","260","11/9/2023 2:44:16 PM","11/9/2023 2:44:16 PM",,,
"8212","DESKTOP-IU0GBC2","System.Byte[]","522","(0)","0","Information","Volume Shadow Copy Service: Writer with name Shadow Copy Optimization Writer and ID {4dc3bdd4-ab48-4d07-adb0-3bee2926fd7f} attempted to subscribe during setup.


Operation:
   Initializing Writer

Context:
   Writer Class Id: {4dc3bdd4-ab48-4d07-adb0-3bee2926fd7f}
   Writer Name: Shadow Copy Optimization Writer","VSS","System.String[]","8212","11/9/2023 2:44:04 PM","11/9/2023 2:44:04 PM",,,
"8212","DESKTOP-IU0GBC2","System.Byte[]","521","(0)","0","Information","Volume Shadow Copy Service: Writer with name ASR Writer and ID {be000cbe-11fe-4426-9c58-531aa6355fc4} attempted to subscribe during setup.


Operation:
   Initializing Writer

Context:
   Writer Class Id: {be000cbe-11fe-4426-9c58-531aa6355fc4}
   Writer Name: ASR Writer","VSS","System.String[]","8212","11/9/2023 2:44:04 PM","11/9/2023 2:44:04 PM",,,
"8212","DESKTOP-IU0GBC2","System.Byte[]","520","(0)","0","Information","Volume Shadow Copy Service: Writer with name COM+ REGDB Writer and ID {542da469-d3e1-473c-9f4f-7847f01fc64f} attempted to subscribe during setup.


Operation:
   Initializing Writer

Context:
   Writer Class Id: {542da469-d3e1-473c-9f4f-7847f01fc64f}
   Writer Name: COM+ REGDB Writer","VSS","System.String[]","8212","11/9/2023 2:44:04 PM","11/9/2023 2:44:04 PM",,,
"8212","DESKTOP-IU0GBC2","System.Byte[]","519","(0)","0","Information","Volume Shadow Copy Service: Writer with name Registry Writer and ID {afbab4a2-367d-4d15-a586-71dbb18f8485} attempted to subscribe during setup.


Operation:
   Initializing Writer

Context:
   Writer Class Id: {afbab4a2-367d-4d15-a586-71dbb18f8485}
   Writer Name: Registry Writer","VSS","System.String[]","8212","11/9/2023 2:44:04 PM","11/9/2023 2:44:04 PM",,,
"4691","DESKTOP-IU0GBC2","System.Byte[]","518","(21)","21","Error","The description for Event ID '-1073606061' in Source 'COM+' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'(DtcGetTransactionManagerEx(): hr = 0x8004d01b)'","COM+","System.String[]","3221361235","11/9/2023 2:44:04 PM","11/9/2023 2:44:04 PM",,,
"4879","DESKTOP-IU0GBC2","System.Byte[]","517","(3)","3","Warning","The description for Event ID '-2147478769' in Source 'MSDTC Client 2' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'80000171', 'WIN-4GGBUPGUOEP'","MSDTC Client 2","System.String[]","2147488527","11/9/2023 2:44:04 PM","11/9/2023 2:44:04 PM",,,
"5617","DESKTOP-IU0GBC2","System.Byte[]","516","(0)","0","Information","Windows Management Instrumentation Service subsystems initialized successfully","Microsoft-Windows-WMI","System.String[]","5617","11/9/2023 2:44:00 PM","11/9/2023 2:44:00 PM","",,
"781","DESKTOP-IU0GBC2","System.Byte[]","515","(0)","0","Information","The description for Event ID '1073742605' in Source 'COM+' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'86400', 'SuppressDuplicateDuration', 'Software\Microsoft\COM3\Eventlog'","COM+","System.String[]","1073742605","11/9/2023 2:44:01 PM","11/9/2023 2:44:01 PM",,,
"271","DESKTOP-IU0GBC2","System.Byte[]","514","(0)","0","Information","Restored network configuration.","VMUpgradeHelper","System.String[]","271","11/9/2023 2:44:01 PM","11/9/2023 2:44:01 PM",,,
"258","DESKTOP-IU0GBC2","System.Byte[]","513","(0)","0","Information","Restoring network configuration.","VMUpgradeHelper","System.String[]","258","11/9/2023 2:44:00 PM","11/9/2023 2:44:00 PM",,,
"4440","DESKTOP-IU0GBC2","System.Byte[]","512","(28)","28","Warning","The description for Event ID '-2147348136' in Source 'COM+' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'DESKTOP-IU0GBC2

Server Application ID: {02D4B3F1-FD88-11D1-960D-00805FC79235}
Server Application Instance ID:
{40C110D1-D9C3-48D7-8EF2-537DECF206CB}
Server Application Name: System Application
Comsvcs.dll file version: ENU 2001.12.10941.16384 shp'","COM+","System.String[]","2147619160","11/9/2023 2:44:00 PM","11/9/2023 2:44:00 PM",,,
"5615","DESKTOP-IU0GBC2","System.Byte[]","511","(0)","0","Information","Windows Management Instrumentation Service started sucessfully","Microsoft-Windows-WMI","System.String[]","5615","11/9/2023 2:43:59 PM","11/9/2023 2:43:59 PM","",,
"105","DESKTOP-IU0GBC2","System.Byte[]","510","(0)","0","Information","The service was started.","VMTools","System.String[]","105","11/9/2023 2:43:59 PM","11/9/2023 2:43:59 PM",,,
"1531","DESKTOP-IU0GBC2","System.Byte[]","509","(0)","0","Information","The User Profile Service has started successfully.  

","Microsoft-Windows-User Profiles Service","System.String[]","1531","11/9/2023 2:43:58 PM","11/9/2023 2:43:58 PM","",,
"4625","WIN-4GGBUPGUOEP","System.Byte[]","508","(0)","0","Information","The description for Event ID '1073746449' in Source 'EventSystem' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'86400', 'SuppressDuplicateDuration', 'Software\Microsoft\EventSystem\EventLog'","EventSystem","System.String[]","1073746449","11/9/2023 2:43:58 PM","11/9/2023 2:43:58 PM",,,
"1532","DESKTOP-IU0GBC2","System.Byte[]","507","(0)","0","Information","The User Profile Service has stopped.  

","Microsoft-Windows-User Profiles Service","System.String[]","1532","6/19/2022 5:12:07 PM","6/19/2022 5:12:07 PM","",,
"108","DESKTOP-IU0GBC2","System.Byte[]","506","(0)","0","Information","The service was stopped.","VMTools","System.String[]","108","6/19/2022 5:12:06 PM","6/19/2022 5:12:06 PM",,,
"272","DESKTOP-IU0GBC2","System.Byte[]","505","(0)","0","Information","Saved network configuration.","VMUpgradeHelper","System.String[]","272","6/19/2022 5:12:06 PM","6/19/2022 5:12:06 PM",,,
